ID,CODE,LOCALITY,STATION,HABITAT,DATE,LATITUDE,LONGITUDE,ELEVATION,TEMPERATURE,CONDUCTIVITY,TDS,SALINITY,DO,pH,CODE_species,macrura,mento,megarostris,neptunia,neptunoida,ovata,rotatoria,tardigrada,cf_neptunoida,RICHNESS,AET,PREC,MEAN_AIR_TEMP,SRAD
88,NE14_b,KM. 7 Mueang Udon Thani District _ Udon Thani,NA,Pond,23/05/18,17.37302,102.8518,191,30.03,370.3,220,0.16,2.63,6.9,NE14_b,0,1,0,1,0,0,1,0,0,3,861,1390,26.60000006,18188.91667
89,NE14_c,KM. 7 Mueang Udon Thani District _ Udon Thani,NA,Pond,05/06/19,17.37302,102.8518,191,30.171,354.2,210,0.15,2.42,6.74,NE14_c,0,0,0,1,0,0,1,0,0,2,861,1390,26.60000006,18188.91667
90,NE15_1_a,Under Kud Kwang bridge _ Khon Kaen,1,Vegetative canal,16/10/17,16.36872,102.80835,165,28.18,269.8,165,0.12,3.43,7.37,NE15_1_a,0,0,0,0,0,0,0,0,0,0,934,1139,27.08333333,19067.16667
91,NE15_1_b,Under Kud Kwang bridge _ Khon Kaen,1,Canal RW,22/05/18,16.36872,102.80835,165,27.71,449.8,278,0.2,4.8,6.81,NE15_1_b,0,0,0,1,0,0,0,0,0,1,934,1139,27.08333333,19067.16667
92,NE15_1_c,Under Kud Kwang bridge _ Khon Kaen,1,Canal RW,05/06/19,16.36872,102.80835,165,30.213,1246.9,737,0.56,2.73,6.61,NE15_1_c,0,1,0,0,0,0,0,0,0,1,934,1139,27.08333333,19067.16667
93,NE15_2_a,Under Kud Kwang bridge _ Khon Kaen,2,Canal RW,05/06/19,16.36872,102.80835,165,31.532,1292.4,747,0.56,2.58,6.71,NE15_2_a,0,0,0,0,0,0,0,0,0,0,934,1139,27.08333333,19067.16667
94,NE16_a,Kae Dam District _ Maha Sarakham,NA,Vegetative swamp,22/05/18,16.02414,103.39199,176,29.27,89.2,54,0.04,3.95,7.26,NE16_a,0,0,0,1,0,0,1,1,0,3,978,1186,27.125,19455.41667
95,NE16_b,Kae Dam District _ Maha Sarakham,NA,Vegetative swamp,26/10/18,16.02414,103.39199,176,31.25,116.7,68,0.05,6.27,7.4,NE16_b,0,0,0,1,0,0,0,0,0,1,978,1186,27.125,19455.41667
96,NE16_c,Kae Dam District _ Maha Sarakham,NA,Vegetative swamp,04/06/19,16.02414,103.39199,176,29.998,350.6,208,0.15,4.66,6.7,NE16_c,0,1,0,0,0,0,0,0,0,1,978,1186,27.125,19455.41667
97,NE17_1_a,Phrai Khla _ Surin,1,Vegetative swamp,13/10/17,15.343944,103.538528,121,31.16,117.6,68,0.05,1.82,6.84,NE17_1_a,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
98,NE17_1_b,Phrai Khla _ Surin,1,Vegetative swamp,24/05/18,15.343944,103.538528,121,26.36,227.4,144,0.1,6.2,7.02,NE17_1_b,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
99,NE17_1_c,Phrai Khla _ Surin,1,Vegetative swamp,26/10/18,15.343944,103.538528,121,31.99,388.7,223,0.16,2.56,6.54,NE17_1_c,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
100,NE17_1_d,Phrai Khla _ Surin,1,Vegetative swamp,03/06/19,15.343944,103.538528,121,34.864,581.6,318,0.23,7.95,6.82,NE17_1_d,0,1,0,0,0,0,0,0,0,1,1061,1262,27.29166651,19795.16667
101,NE17_2_a,Phrai Khla _ Surin,2,Rice field,13/10/17,15.34393,103.53854,121,31.78,229,132,0.09,3.53,6.61,NE17_2_a,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
102,NE17_2_b,Phrai Khla _ Surin,2,Rice field,24/05/18,15.34393,103.53854,121,25.1,191.8,124,0.09,7.87,7.48,NE17_2_b,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
103,NE17_2_c,Phrai Khla _ Surin,2,Rice field,26/10/18,15.34393,103.53854,121,34.31,275.7,152,0.11,8.02,6.67,NE17_2_c,0,1,0,1,0,0,0,0,0,2,1061,1262,27.29166651,19795.16667
104,NE17_2_d,Phrai Khla _ Surin,2,Rice field,03/06/19,15.34393,103.53854,121,34.874,581.3,318,0.23,8.08,6.75,NE17_2_d,0,0,0,0,0,0,0,0,0,0,1061,1262,27.29166651,19795.16667
105,NE18,Sanom District _ Surin,NA,Pond,13/10/17,15.18144,103.82094,156,31.45,42.4,25,0.02,5.12,6.86,NE18,0,0,0,0,0,0,0,0,0,0,1061,1319,27.13333337,19824.91667
106,NE19_a,Na Yom _ Surin,NA,Pond,13/10/17,15.16686,103.81502,150,29.75,34,20,0.01,6.88,6.44,NE19_a,0,0,0,0,0,0,0,0,0,0,1061,1318,27.11666663,19821.83333
107,NE19_b,Na Yom _ Surin,NA,Pond,24/05/18,15.16686,103.81502,150,27.45,136.3,85,0.06,6.26,7,NE19_b,0,0,0,0,0,0,0,0,0,0,1061,1318,27.11666663,19821.83333
108,NE19_c,Na Yom _ Surin,NA,Pond,26/10/18,15.16686,103.81502,150,28.96,59.6,36,0.02,3.98,6.86,NE19_c,0,0,0,0,0,1,0,1,0,2,1061,1318,27.11666663,19821.83333
109,NE19_d,Na Yom _ Surin,NA,Pond,03/06/19,15.16686,103.81502,150,37.335,175.7,92,0.06,7.33,6.4,NE19_d,0,1,0,0,0,0,0,1,0,2,1061,1318,27.11666663,19821.83333
42,NE2_1_a,Kud Thing _ Bueng Kan,1,Marsh,20/06/15,18.30175,103.660383,NA,32.83,550,NA,0.23,4.04,6.49,NE2_1_a,0,0,0,0,0,0,0,0,0,0,989,2852,25.1833334,17504.75
43,NE2_1_b,Kud Thing _ Bueng Kan,1,Marsh,09/01/16,18.30175,103.660383,NA,23.92,132,NA,0.06,4.53,6.13,NE2_1_b,0,0,0,0,0,0,0,1,0,1,989,2852,25.1833334,17504.75
44,NE2_2_a,Kud Thing _ Bueng Kan,2,Marsh,20/06/15,18.300939,103.660345,NA,34.54,168,NA,0.06,4.54,6.28,NE2_2_a,0,0,0,0,0,0,0,0,0,0,989,2852,25.1833334,17504.75
45,NE2_2_b,Kud Thing _ Bueng Kan,2,Marsh,09/01/16,18.300939,103.660345,NA,23.2,72,NA,0.03,4.89,6.54,NE2_2_b,0,0,0,0,0,0,0,0,0,0,989,2852,25.1833334,17504.75
46,NE2_3,Kud Thing _ Bueng Kan,3,Marsh,09/01/16,18.299339,103.660264,NA,24.39,41,NA,0.02,6.81,6.06,NE2_3,0,0,0,0,0,0,0,0,0,0,989,2839,25.14166689,17512.25
110,NE20_a,Ta Phet _ Surin,NA,Vegetative pond,13/10/17,15.13933,103.81403,155,31.83,33.1,19,0.01,6.58,6.64,NE20_a,0,0,0,0,0,0,0,0,0,0,1061,1317,27.13333321,19828.58333
111,NE20_b,Ta Phet _ Surin,NA,Vegetative pond,24/05/18,15.13933,103.81403,155,28.536,115.9,71,0.05,4.42,6.98,NE20_b,0,0,0,0,1,0,1,0,0,2,1061,1317,27.13333321,19828.58333
112,NE20_c,Ta Phet _ Surin,NA,Vegetative pond,26/10/18,15.13933,103.81403,155,28.46,73.5,45,0.03,2.59,6.69,NE20_c,0,0,0,0,0,0,0,0,0,0,1061,1317,27.13333321,19828.58333
113,NE20_d,Ta Phet _ Surin,NA,Vegetative pond,03/06/19,15.13933,103.81403,155,34.237,152.1,84,0.06,4.74,6.26,NE20_d,0,0,0,0,1,0,1,0,0,2,1061,1317,27.13333321,19828.58333
114,NE21,Sikhoraphum District _ Surin,NA,Pond,13/10/17,14.94877,103.83668,155,34.1,41.4,23,0.01,4.9,6.82,NE21,0,0,0,0,0,0,0,0,0,0,1031,1335,26.89166689,19955.25
115,NE22_1_a,Kud Pa Tai _ Surin,1,Vegetative swamp,13/10/17,14.92154,103.78917,154,31.94,45.9,26,0.02,5.68,6.94,NE22_1_a,0,0,0,0,0,0,0,0,0,0,1031,1337,27.10000022,19873.66667
116,NE22_1_b,Kud Pa Tai _ Surin,1,Vegetative swamp,24/05/18,14.92154,103.78917,154,28.297,143.1,88,0.06,3.59,6.92,NE22_1_b,0,0,0,0,0,0,0,0,0,0,1031,1337,27.10000022,19873.66667
117,NE22_1_c,Kud Pa Tai _ Surin,1,Vegetative swamp,26/10/18,14.92154,103.78917,154,28.12,67.5,41,0.03,1.86,6.29,NE22_1_c,0,0,0,0,0,1,0,0,0,1,1031,1337,27.10000022,19873.66667
118,NE22_1_d,Kud Pa Tai _ Surin,1,Vegetative swamp,03/06/19,14.92154,103.78917,154,32.426,87,50,0.03,7.43,6.4,NE22_1_d,0,0,0,1,0,0,1,0,0,2,1031,1337,27.10000022,19873.66667
119,NE22_2,Kud Pa Tai _ Surin,2,Swamp,26/10/18,14.92154,103.78917,154,30.48,833.4,490,0.36,3.18,6.83,NE22_2,0,0,0,0,0,0,0,0,0,0,1031,1337,27.10000022,19873.66667
120,NE23_1_a,Huai Saneng _ Surin,1,Vegetative swamp,13/10/17,14.80623,103.48626,163,31.19,45.9,27,0.02,5,6.56,NE23_1_a,0,0,0,0,0,0,0,0,0,0,1036,1271,26.91666651,20251.5
121,NE23_1_b,Huai Saneng _ Surin,1,Vegetative swamp,25/05/18,14.80623,103.48626,163,29.582,71.1,42,0.03,1.99,6.61,NE23_1_b,0,0,0,0,0,0,0,0,0,0,1036,1271,26.91666651,20251.5
122,NE23_1_c,Huai Saneng _ Surin,1,Vegetative swamp,25/10/18,14.80623,103.48626,163,32.35,45.4,26,0.02,7.16,6.13,NE23_1_c,0,0,0,0,0,0,0,0,0,0,1036,1271,26.91666651,20251.5
123,NE23_1_d,Huai Saneng _ Surin,1,Vegetative swamp,03/06/19,14.80623,103.48626,163,35.593,118.8,64,0.04,7.31,7.12,NE23_1_d,0,0,0,0,0,0,0,0,0,0,1036,1271,26.91666651,20251.5
124,NE23_2_a,Huai Saneng _ Surin,2,Vegetative swamp,13/10/17,14.81229,103.4918,158,34.29,46.5,26,0.02,7.08,7.54,NE23_2_a,0,0,0,0,0,0,0,0,0,0,1036,1301,26.9749999,20060.33333
125,NE23_2_b,Huai Saneng _ Surin,2,Swamp,25/05/18,14.81229,103.4918,158,29.779,65,39,0.03,6.3,7.33,NE23_2_b,0,0,0,0,0,0,0,0,0,0,1036,1301,26.9749999,20060.33333
126,NE23_2_c,Huai Saneng _ Surin,2,Swamp,25/10/18,14.81229,103.4918,158,33.09,50.9,29,0.02,7.58,6.19,NE23_2_c,0,0,0,0,0,0,0,0,0,0,1036,1301,26.9749999,20060.33333
127,NE23_2_d,Huai Saneng _ Surin,2,Swamp,03/06/19,14.81229,103.4918,158,33.591,114,64,0.04,7.3,7.06,NE23_2_d,0,0,0,0,0,0,0,0,0,0,1036,1301,26.9749999,20060.33333
128,NE23_3_a,Huai Saneng _ Surin,3,Vegetative swamp,13/10/17,14.79466,103.47486,147,34.19,60.9,34,0.02,5.7,6.62,NE23_3_a,0,0,0,0,0,0,0,0,0,0,1036,1294,26.9000001,19967.91667
129,NE23_3_b,Huai Saneng _ Surin,3,Vegetative swamp,25/05/18,14.79466,103.47486,147,28.06,158,97,0.07,0.71,6.16,NE23_3_b,0,0,0,1,0,0,0,0,0,1,1036,1294,26.9000001,19967.91667
130,NE23_3_c,Huai Saneng _ Surin,3,Vegetative swamp,25/10/18,14.79466,103.47486,147,31.1,58.4,34,0.02,5.21,5.84,NE23_3_c,0,0,0,0,0,0,0,0,0,0,1036,1294,26.9000001,19967.91667
131,NE23_4,Huai Saneng _ Surin,4,Vegetative swamp,03/06/19,14.79515,103.4751,147,35.944,93.6,50,0.03,8.87,6.77,NE23_4,0,0,0,0,0,0,1,0,0,1,1036,1273,26.9083333,20195.58333
132,NE24_1,Prakhon Chai District _ Buri Ram,1,Pond,13/10/17,14.57027,103.0296,171,27.74,176.3,109,0.08,2.4,7.55,NE24_1,0,0,0,0,0,0,0,0,0,0,1036,1162,27.21666686,19652.91667
133,NE24_2,Prakhon Chai District _ Buri Ram,2,Pond,13/10/17,14.57018,103.0295,171,27.98,85.9,53,0.04,2.34,7.48,NE24_2,0,0,0,0,0,0,0,0,0,0,1036,1162,27.21666686,19652.91667
134,NE25_1,Thap Pradu reservoir _ Sa Kaeo,1,Reservoir,13/10/17,13.68002,102.2482,151,31.22,380.3,221,0.16,7.47,7.75,NE25_1,0,0,0,0,0,0,0,0,0,0,1282,1409,27.2166667,19064.91667
135,NE25_2,Thap Pradu reservoir _ Sa Kaeo,2,Reservoir,13/10/17,13.67955,102.2474,151,31.78,387.3,223,0.16,1.11,7.38,NE25_2,0,0,0,0,0,0,0,0,0,0,1282,1409,27.2166667,19064.91667
136,NE26,Wang Nam Yen District _ Sa Kaeo,NA,Pond,13/10/17,13.65407,102.1464,73,31.18,77.3,45,0.03,6.71,7.72,NE26,0,0,0,0,0,0,0,0,0,0,1282,1448,27.30000003,18921.91667
137,NE27,Nam Man _ Mueang Loei District _ Loei,NA,Reservoir,16/06/18,17.49243,101.67051,NA,34.55,243.9,134,0.1,10.63,9.56,NE27,0,0,0,0,0,0,0,0,0,0,963,1223,25.61666679,18253.25
138,NE28,Opposite Na Yom _ Surin,NA,Rice field,03/06/19,15.16686,103.81502,150,34.067,177.4,98,0.07,6.52,6.82,NE28,0,0,0,0,0,0,0,0,0,0,1061,1318,27.11666663,19821.83333
47,NE3_1_a,Khong Long _ Bueng Kan,1,Marsh,15/10/17,18.03888,103.9954,158,30.78,11.9,7,0,5.71,6.56,NE3_1_a,0,0,0,0,0,0,0,0,0,0,989,2489,25.30833324,17782.75
48,NE3_1_b,Khong Long _ Bueng Kan,1,Marsh,23/05/18,18.03888,103.9954,158,36.72,23.1,12,0.01,7.84,7.24,NE3_1_b,0,0,0,0,0,0,0,0,0,0,989,2489,25.30833324,17782.75
49,NE3_2_a,Khong Long _ Bueng Kan,2,Marsh,15/10/17,18.04318,104.00639,161,30.68,20.5,12,0.01,7.02,6.63,NE3_2_a,0,0,0,0,0,0,0,0,0,0,989,2510,25.28333314,17759.66667
50,NE3_2_b,Khong Long _ Bueng Kan,2,Marsh,23/05/18,18.04318,104.00639,161,35.35,29.4,16,0.01,8.41,6.88,NE3_2_b,0,0,0,0,0,0,0,0,0,0,989,2510,25.28333314,17759.66667
51,NE3_3_a,Khong Long _ Bueng Kan,3,Marsh,15/10/17,18.03932,104.01229,166,33.36,24.7,14,0.01,11.44,8.54,NE3_3_a,0,0,0,0,0,0,0,0,0,0,989,2499,25.28333314,17793.75
52,NE3_3_b,Khong Long _ Bueng Kan,3,Marsh,23/05/18,18.03932,104.01229,166,38.87,26.7,14,0.01,9.9,8.03,NE3_3_b,0,0,0,0,0,0,0,0,0,0,989,2499,25.28333314,17793.75
53,NE3_4_a,Khong Long _ Bueng Kan,4,Marsh,15/10/17,18.02608,104.00909,159,30.97,11.3,7,0,8.54,7.87,NE3_4_a,0,0,0,0,0,0,0,0,0,0,989,2479,25.29999987,17835.16667
54,NE3_4_b,Khong Long _ Bueng Kan,4,Marsh,23/05/18,18.02608,104.00909,159,34.92,23.2,13,0.01,7.4,7.39,NE3_4_b,0,0,0,0,0,0,0,0,0,0,989,2479,25.29999987,17835.16667
55,NE3_5_a,Khong Long _ Bueng Kan,5,Marsh,15/10/17,18.03147,104.0127,171,31.87,14.9,9,0,7.83,7.72,NE3_5_a,0,0,0,0,0,0,0,0,0,0,989,2479,25.29999987,17835.16667
56,NE3_5_b,Khong Long _ Bueng Kan,5,Marsh,23/05/18,18.03147,104.0127,171,37.89,19.6,10,0.01,9.02,8.2,NE3_5_b,0,0,0,0,0,0,0,0,0,0,989,2479,25.29999987,17835.16667
57,NE4_1_a,Nong Han _ Sakon Nakhon,1,Marsh,27/10/18,17.25572,104.16086,NA,30.88,69.1,40,0.03,4.19,6.96,NE4_1_a,0,0,0,0,0,0,0,0,0,0,871,1527,26.08333333,18651.33333
58,NE4_1_b,Nong Han _ Sakon Nakhon,1,Marsh,04/06/19,17.25572,104.16086,NA,32.555,171.7,98,0.07,8.64,7.48,NE4_1_b,0,0,0,0,0,0,0,0,0,0,871,1527,26.08333333,18651.33333
59,NE4_2,Nong Han _ Sakon Nakhon,2,Marsh,04/06/19,17.257202,104.160066,NA,31.642,157.8,91,0.06,7.04,7.03,NE4_2,0,0,0,0,0,0,0,0,0,0,871,1527,26.08333333,18651.33333
60,NE5_a,Nong wang _ Chaiyaphum,NA,Vegetative swamp,09/06/15,15.93065,102.280167,NA,34.63,3621,NA,1.57,6.79,8.32,NE5_a,0,1,0,0,0,0,1,1,0,3,1017,1019,27.10833327,19198
61,NE5_b,Nong wang _ Chaiyaphum,NA,Vegetative swamp,21/12/15,15.93065,102.280167,NA,24.61,3078,NA,1.61,6.58,6.69,NE5_b,0,0,0,0,0,0,0,0,0,0,1017,1019,27.10833327,19198
62,NE6_a,Huai Chorakhe Mak _ Buri Ram,NA,Vegetative swamp,21/06/15,14.908117,103.053583,NA,34.42,215,NA,0.08,4.37,6.95,NE6_a,0,0,0,0,0,0,0,0,0,0,1036,1181,27.14166673,19771.16667
63,NE6_b,Huai Chorakhe Mak _ Buri Ram,NA,Vegetative swamp,10/01/16,14.908117,103.053583,NA,26.07,143,NA,0.06,4.2,6.87,NE6_b,0,0,0,0,0,0,0,0,0,0,1036,1181,27.14166673,19771.16667
64,NE7_1_a,Seka District (Near Nong Mha Khao) _ Bueng Kan,1,Pond,24/05/18,17.81445,103.93848,171,35.117,163.1,89,0.06,7.78,7.31,NE7_1_a,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
65,NE7_1_b,Seka District (Near Nong Mha Khao) _ Bueng Kan,1,Pond,27/10/18,17.81445,103.93848,171,35.09,97.3,53,0.04,8.56,7.11,NE7_1_b,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
66,NE7_1_c,Seka District (Near Nong Mha Khao) _ Bueng Kan,1,Pond,04/06/19,17.81445,103.93848,171,33.683,1076.8,600,0.45,6.43,5.52,NE7_1_c,0,0,0,1,0,0,0,0,0,1,892,2079,25.50000016,17955.91667
67,NE7_2_a,Seka District (Far Nong Mha Khao) _ Bueng Kan,2,Vegetative pond,27/10/18,17.81445,103.93848,171,35.09,97.3,53,0.04,8.56,7.11,NE7_2_a,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
68,NE7_2_b,Seka District (Far Nong Mha Khao) _ Bueng Kan,2,Vegetative pond,04/06/19,17.81445,103.93848,171,36.087,394.8,212,0.15,6.28,6.31,NE7_2_b,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
69,NE7_3,Seka District (Before Nong Mha Khao) _ Bueng Kan,3,Pond,27/10/18,17.81557,103.939925,171,29.48,95.1,57,0.04,4.51,6.97,NE7_3,0,0,0,0,0,0,1,0,0,1,892,2079,25.50000016,17955.91667
70,NE7_4,Seka District _ Bueng Kan (opposite st.1&2),4,Canal SW,04/06/19,17.81427,103.938855,171,33.054,738.3,416,0.31,6.77,6.46,NE7_4,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
71,NE7_5,Seka District _ Bueng Kan (close to st.1&2),5,Rice field,04/06/19,17.814322,103.938258,171,34.918,422.2,231,0.17,6.07,5.87,NE7_5,0,1,0,0,1,0,0,0,0,2,892,2079,25.50000016,17955.91667
72,NE7_6,Seka District _ Bueng Kan,6,Pond,04/06/19,17.816096,103.940478,171,33.531,1145.6,640,0.48,5.02,6.26,NE7_6,0,1,0,1,0,0,0,0,0,2,892,2079,25.50000016,17955.91667
73,NE7_7,Seka District _ Bueng Kan,7,Rice field,04/06/19,17.816042,103.940422,171,35.181,684.8,373,0.27,7.73,5.99,NE7_7,0,0,0,0,0,0,0,0,0,0,892,2079,25.50000016,17955.91667
74,NE8,Kham Ta Kla District _ Sakon Nakhon,NA,Pond,15/10/17,17.81775,103.74902,158,28.27,57.8,35,0.02,4.15,7.35,NE8,0,0,0,0,0,0,0,0,0,0,892,2036,25.31666644,17926.5
75,NE9_a,Khua Kai _ Wanon Niwat District (opposite Non Sawang temple) _ Sakon Nakhon,NA,Pond,24/05/18,17.60973,103.79216,178,27.577,65,40,0.03,3.82,6.66,NE9_a,0,1,0,0,0,0,0,0,0,1,892,1756,25.65833314,18134.91667
76,NE9_b,Khua Kai _ Wanon Niwat District (opposite Non Sawang temple) _ Sakon Nakhon,NA,Pond,05/06/19,17.60973,103.79216,178,28.722,85.9,52,0.04,1.82,6.34,NE9_b,0,1,0,0,0,0,1,0,0,2,892,1756,25.65833314,18134.91667
364,S1,Pluckpraya _ Satun,NA,Vegetative swamp,15/03/16,6.741975,100.042795,NA,30.3,83.2,NA,0,6.5,6.78,S1,0,0,0,0,0,0,0,0,0,0,1519,1967,27.49166663,17816.58333
377,S10,Jea Son _ Phuket,NA,Marsh,15/11/15,8.1616,98.296533,114,35,129.3,NA,0.1,6,6.57,S10,0,0,1,0,1,1,0,0,0,3,0,2688,27.65833346,19090
378,S11,Yai _ Chumpon,NA,Vegetative swamp,25/10/15,10.5415,99.1981,114,30.6,109.6,NA,0.1,7,6.93,S11,0,1,0,0,0,1,0,0,0,2,0,1894,27.07500013,17904.58333
379,S12_1_a,Ban Ta Ma Praw _ Khlong Thom District _ Krabi,1,Marsh,27/08/17,7.735139,99.177194,NA,28.13,350.7,215,0.16,3.84,3.8,S12_1_a,0,0,0,0,0,0,0,0,0,0,1460,2030,27.77500025,18888.25
380,S12_1_b,Ban Ta Ma Praw _ Khlong Thom District _ Krabi,1,Marsh,12/11/17,7.735139,99.177194,NA,30.9,319.3,187,0.13,4.47,6.37,S12_1_b,0,0,0,0,0,0,0,0,0,0,1460,2030,27.77500025,18888.25
381,S12_1_c,Ban Ta Ma Praw _ Khlong Thom District _ Krabi,1,Marsh,23/06/18,7.735139,99.177194,NA,30.91,421.6,246,0.18,5.82,6.43,S12_1_c,0,0,0,0,0,0,0,0,0,0,1460,2030,27.77500025,18888.25
382,S12_2,Ban Ta Ma Praw _ Khlong Thom District _ Krabi,2,Marsh,23/06/18,7.735133,99.17725,NA,29.86,386.5,230,0.17,7.06,6.45,S12_2,0,0,0,0,0,0,0,0,0,0,1460,2030,27.77500025,18888.25
383,S13_a,Ban Leam Po _ Krabi,NA,Peat swamp,28/08/17,8.026944,98.874528,NA,25.18,118.6,77,0.05,4.22,7.34,S13_a,0,0,0,0,0,0,0,0,0,0,1465,2091,27.78333346,19086.91667
384,S13_b,Ban Leam Po _ Krabi,NA,Peat swamp,12/11/17,8.026944,98.874528,NA,29.1,390,235,0.17,4.66,6.67,S13_b,0,0,0,0,0,0,0,0,0,0,1465,2091,27.78333346,19086.91667
385,S13_c,Ban Leam Po _ Krabi,NA,Peat swamp,23/06/18,8.026944,98.874528,NA,32.99,527,297,22,1.05,6.46,S13_c,0,0,1,0,1,1,0,0,0,3,1465,2091,27.78333346,19086.91667
386,S14_a,Pak Klong Yon _ Thale-Noi _ Phatthalung,NA,Marsh,11/11/17,7.771944,100.132694,NA,28.17,276.8,170,0.12,4.69,6.3,S14_a,0,0,0,0,0,0,0,0,0,0,0,1962,27.51666657,18838.08333
387,S14_b,Pak Klong Yon _ Thale-Noi _ Phatthalung,NA,Marsh,22/06/18,7.771944,100.132694,NA,34.45,225.9,124,0.09,5.45,6.47,S14_b,0,0,0,1,0,0,0,0,0,1,0,1962,27.51666657,18838.08333
388,S15_a,Na Tub _ Songkhla,NA,Vegetative swamp,27/08/17,7.092139,100.679194,9,27.16,241.8,151,0.11,1.03,5.53,S15_a,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
389,S15_b,Na Tub _ Songkhla,NA,Vegetative swamp,12/11/17,7.092139,100.679194,9,30.62,157.9,93,0.07,1.85,6.15,S15_b,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
390,S15_c,Na Tub _ Songkhla,NA,Vegetative swamp,21/06/18,7.092139,100.679194,9,30.42,173.3,102,0.07,4.38,6.19,S15_c,0,1,1,1,0,1,1,1,0,6,0,NA,NA,NA
365,S2_a,Pond behind department of biology building in PSU _ Songkhla,NA,Vegetative pond,28/07/14,7.0066,100.498467,NA,29.2,252,NA,0.1,NA,7.4,S2_a,0,0,0,1,0,0,1,1,0,3,0,1773,27.4666667,17849.41667
366,S2_b,Pond behind department of biology building in PSU _ Songkhla,NA,Vegetative pond,16/04/15,7.0066,100.498467,NA,28.9,250,NA,0.1,NA,7,S2_b,0,0,0,0,1,1,0,0,0,2,0,1773,27.4666667,17849.41667
367,S3,Pond connected to PSU reservoir _ Songkhla,NA,Vegetative swamp,23/07/14,7.008833,100.505833,NA,27.3,245,NA,0.1,NA,7,S3,0,0,1,1,0,0,1,1,0,4,0,1766,27.44166676,17952.33333
368,S4,Klong Lam Chan _ Trang,NA,Vegetative swamp,15/03/16,7.529917,99.755067,NA,27,55.25,NA,0,5.5,6.28,S4,0,0,0,0,0,0,0,0,0,0,1492,1960,27.4749999,18680.5
369,S5,Thale-Noi _ Phatthalung,NA,Marsh,13/05/15,7.77945,100.126933,NA,28.9,836.5,NA,0.4,10.65,5.91,S5,0,1,1,0,0,0,0,1,0,3,0,1959,27.54166651,18833.25
370,S6_1_a,Thungtong _ Surat Thani,1,Vegetative swamp,20/03/16,8.84345,99.23625,NA,32.1,57.8,NA,0,5.5,8.74,S6_1_a,0,0,0,0,0,0,1,0,0,1,1494,1771,27.3416667,18842.75
371,S6_1_b,Thungtong _ Surat Thani,1,Vegetative swamp,26/10/15,8.84345,99.23625,NA,34.2,49.4,NA,0,6.5,8.72,S6_1_b,0,1,0,0,0,1,0,0,0,2,1494,1771,27.3416667,18842.75
372,S6_2,Thungtong _ Surat Thani,2,Marsh,20/03/16,8.84345,99.23625,NA,32.1,57.8,NA,0,5.5,8.74,S6_2,0,0,0,0,0,0,0,1,0,1,1494,1771,27.3416667,18842.75
373,S6_3,Thungtong _ Surat Thani,3,Marsh,26/10/15,8.84345,99.23625,NA,34.9,43.4,NA,0,4.5,6.26,S6_3,0,1,0,0,0,0,0,1,0,2,1494,1771,27.3416667,18842.75
374,S7,Nong Han _ Phuket,NA,Pond,14/11/15,7.77695,98.310017,NA,38.2,50405,NA,30.5,7,7.95,S7,0,0,0,0,0,0,0,0,0,0,0,2319,27.73333343,19020.5
375,S8,Maikhao _ Phuket,NA,Peat swamp,15/11/15,8.119,98.303067,NA,34.5,13960,NA,7.5,2.5,6.38,S8,0,0,1,0,1,0,1,0,0,3,0,2623,27.67500003,19088.58333
376,S9,Jik _ Phuket,NA,Vegetative swamp,15/11/15,8.144433,98.299567,NA,31.9,106.3,NA,0.1,1,5.8,S9,0,0,1,0,1,1,0,0,0,3,0,NA,NA,NA
321,W1_a,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,17/10/18,13.940361,99.640528,18,30.99,323,189,0.14,3.61,7.4,W1_a,0,0,0,0,0,0,0,0,0,0,1163,987,27.9000001,18530.66667
322,W1_b,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,12/03/19,13.940361,99.640528,18,NA,NA,NA,NA,NA,NA,W1_b,0,1,0,1,0,0,1,1,0,4,1163,987,27.9000001,18530.66667
323,W1_c,Soi 17 Tha Muang District _ Kanchanaburi,NA,Vegetative swamp,23/06/19,13.940361,99.640528,18,30.536,221.4,130,0.09,6.07,7.66,W1_c,0,0,0,0,1,1,0,1,0,3,1163,987,27.9000001,18530.66667
344,W10,st.115 _ Ratchaburi ,NA,Pond,17/10/18,13.65303,99.72984,NA,34.6,222,122,0.09,4.31,7.48,W10,0,0,0,0,0,0,0,0,0,0,1163,986,27.92499987,18318.41667
